Ejemplo;Modismo;Definición Real;Sinónimo;Definición Sinónimo;Acorde;Def. real; ;;
También regresaron [al parque Sopó] las grabadoras, las cobijas tipo picnic (no del tipo tres tigres);cobija;Cobija de lana, grande y pesada, que se utiliza como sobrecama en algunas zonas de clima frío.;manta;Tela gruesa para cubrir o abrigar en exteriores;1;1;;;
La vi tan tierna, cautivó mi canto, tan solo con verla me dejó flechado.;flechado;Referido a una persona, enamorada o que siente fuerte atracción por alguien.;enamorado;Persona con fuerte atracción romántica hacia otra.;1;1;;;
El niño se chocó contra la puerta y le salió un enorme chundul en la frente.;chundul;Abultamiento que se forma en la cabeza luego de recibir un golpe.;chichón;Bulto o hinchazón en la cabeza por golpe.;1;1;;;
Anonadada Jana miró lentamente a su alrededor y dando pasos inseguros se amojonó en un extremo de la sala rectangular.;amojonarse;Ponerse en posición de cuclillas.;arrinconarse;Acurrucarse o meterse en un rincón por miedo o inseguridad.;1;1;;;
Uno no tiene que disfrazar el ajedrez de emocionante, ni de narrador aguardientoso para que sea atractivo.;aguardientoso;Referido a una persona, que tiene voz ronca y áspera.;ronco;Voz áspera y bronca.;1;1;;;
cuando salí de los llanos/a caballo en una pulga/me vino a' clarear el día/ juntito a l'olla e la cunga;cunga;mazamorra espesa hecha de suero de leche y harina de maíz tostado;compañero de viaje;persona que acompaña en el trayecto;0;1;;;
Te faltó un pin para hacer la moñona.;pin;En los bolos, cada uno de las bolos o palos de madera que deben derribarse al lanzar la bola.;un poquito;pequeña cantidad necesaria para completar algo;0;1;;;
El método seguido era dejar el fruto en agua hasta que ésta se coloreara de negro, para luego introducir los hilos en el líquido. El fruto del dividivi era primero cocinado.;dividivi;Sustancia para teñir que se extrae del fruto del dividivi.;tara;Árbol leguminoso cuyo fruto rico en tanino se usa para curtir pieles.;0;1;;;
Cuando la discusión subió de temperatura se marchó para regresar 'mancado' con un revólver calibre 38 milímetros.;mancado;Referido a una persona, armado con arma blanca o cortopunzante.;armado;Portaba un arma de fuego ocultada entre la ropa;1;1;;;
Los deliciosos juanvalerios se sirven calientes con una buena taza de chucula.;juanvalerio;Fritura hecha con masa de plátano verde machacado con cebolla, rellena de chicharrón.;buñuelo;masa frita dulce o salada, crujiente por fuera y suave por dentro;0;1;;;
El uso del algodón alcanza una gran expresión en la mochila que nunca falta en la indumentaria wayúu. Se teje en crochet o ganchillo, con la fibra del maguey y el algodón;maguey;Fibra vegetal que se obtiene de esta planta.;pita;fibra vegetal extraída de plantas del género Agave;1;1;;;
Él no es ningún aparecido. Cuando llegó al equipo recibió el trabajo, pero no se conformó con ser simplemente un obrero, sino que cada vez que pudo estuvo entre los primeros.;aparecido;Persona que se ubica en una posición social o laboral superior a la que le corresponde.;recién llegado;Persona nueva o desconocida en un lugar o grupo.;0;1;;;
qué derechura la tuya;derechura;buena suerte;buena suerte;Fortuna favorable o éxito inesperado;1;1;;;
Esa dieta que está haciendo mi sobrina es muy fuerte. Un mes y ya está toda carramañuda y ojerosa.;carramañudo;Referido a una persona, muy delgada.;flaca;delgada y demacrada por falta de alimento;1;1;;;
¿En dónde estará mi lombriciento? ¡Mijo! Vamos que se nos hizo tarde.;lombriciento;Hijo.;llavecita;Amigo cercano o compañero de confianza.;1;1;;;
Después se levantaba, se echaba un poco de agua en la cabeza, se ponía la sotana blanca y averaguada con grandes remiendos cuadrados.;averaguado;Referido a la ropa húmeda, que se llena de puntos negros por dejarse varios días sin tender o no ventilarse bien.;mohoso;Cubierto de moho por humedad prolongada.;1;1;;;
El Camellón de los Mártires es uno de los sitios históricos de Cartagena de Indias, inaugurado el 11 de noviembre de 1886.;camellón;Vía pública caracterizada por su amplitud y por estar rodeada de árboles.;almberca central;espacio público ajardinado y peatonal ubicado en la ciudad;1;1;;;
corremos a casa a tomar el puntal para volver al trisagio;puntal;refrigerio;merienda;comida ligera que se toma entre la tarde y la noche;1;1;;;
en honda me tienen preso/y en la ciudad de la plata/porque no quise querer/una que andaba jipata;jipata;mujer encinta;embarazada;Mujer en estado de gestación.;1;1;;;
Cada grupo llevaba en su mochilita su yuca cocida, sus huevitos, la carne seca, la panelita para comer durante dos días que duraba la rocería, en una palabra el bastimento.;yuca;Tubérculo de esta planta comestible luego de pasar por algún tipo de cocción.;provisión;Conjunto de alimentos guardados para consumo durante un viaje o actividad;1;1;;;
escapito me caigo;escapito;casi;me resbalo;perder el equilibrio y caer;1;1;;;
Salen a tomarse unas cervezas y sólo se delatan como músicos reputados cuando, ya alegrones, comienzan a cantar.;alegrón;Referido a una persona, que está ligeramente embriagada y animada.;ebrio;Estado de embriaguez por consumo excesivo de alcohol.;1;1;;;
El logo de la aerolínea del Ejército nacional es una corocora roja cruzando el sol de los llanos orientales.;corocora;Ave zancuda de hasta 58 cm de altura, de pico largo y curvo y su color es muy variado desde tonos pálidos blancuzcos hasta el rojo intenso.;garza;Ave zancuda de largas patas y cuello, común en los llanos colombianos.;1;1;;;
-¿Puedo acompañarte mientras tu amiga llega? -¡Pero, claro! Me encantaría. Así adelantamos cuaderno.;cuaderno;Actualizarse en noticias, enterarse de chismes.;hacer tiempo;pasar el rato esperando mientras se avanza en la charla o actividad;1;1;;;
Se ha comprobado que la cabuya es una planta protectora del suelo y rehabilitadora de las tierras.;cabuya;Planta de hojas gruesas y carnosas que parecen pencas, cuya fibra se utiliza en la industrial textil.;pita;Planta fibrosa usada para cuerdas y tejidos, que protege el suelo.;1;1;;;
"Este mismo abanico se emplea para ventear el fogón y atizar el fuego; en algunas regiones del país a este implemento se le llama ‘china’.";china;Utensilio hecho con una pequeña estera de fibras vegetales de diversas formas, liviano y flexible, con mango o sin él y que se usa para avivar el fuego especialmente en el fogón de una estufa.;abanico;herramienta manual usada para mover aire y avivar el fuego;1;1;;;
"El maestro nos mira y dice justificándose: ""Yo tengo, jovencitos, la manía y la fama de ser muy averigüetas para que no extrañen"".";averigüetas;Referido a una persona, que suele fisgonear la vida de otros.;entrometido;Persona que indaga o se mete en asuntos ajenos;1;1;;;
Frente a la casa de mi suegra pasan los pringacara que llegan hasta el terminal.;pringacara;Bus que se encuentra en muy mal estado, viejo y deteriorado.;bus viejo;Autobús en mal estado y deteriorado.;1;1;;;
Entre las características infaltables del “chicanero” está la costumbre de tomarse fotos en todo sitio que visita, para dejar la evidencia y presumir más tarde de que estuvieron aquí.;chicanero;Referido a una persona, que fanfarronea o que presume.;presumido;Persona que presume y se jacta de sus experiencias o posesiones.;1;1;;;
pedro está bien parado en el ministerio;estar bien parado;gozar de buen nombre o aprecio con alguien o en una entidad;tener buena posición;Contar con buena relación o respaldo dentro de la institución;1;1;;;
El chancero más exótico y conocido del centro de Bogotá, da la palmadita de la buena suerte cuando le entrega el chance a su comprador.;chancero;Persona que vende chance, juego de azar.;vendedor de chance;Persona que vende boletos de chance, juego de azar similar a la lotería.;1;1;;;
"El ambil siempre lo han lamido hombres y mujeres; el mambe si es casi es casi exclusivamente para los hombres.";lamer;Consumir el ambil diluyéndolo en la boca, especialmente con fines curativos y rituales;consumir;Tomar o usar habitualmente un producto o sustancia;1;1;;;
Ser voltiarepas es cambiar de partido para poder conseguir la arepa: «arepa que no se voltea no se asa», dice el refrán.;voltiarepas;Persona que cambia de opinión según su conveniencia, especialmente en política.;chaquetero;Cambia de bando o opinión por conveniencia personal.;1;1;;;
Ese niño está bien amartelado a su madre. ¡Orasite! El día que la mamá tenga que irse a trabajar y lo deje con la abuela.;amartelado;Referido una persona, apegado a alguien, generalmente madre e hijo.;apegado;Tiene fuerte vínculo emocional y dependencia hacia otra persona;1;1;;;
Pone de relieve la importancia de recuperar la dignidad de un plan que puede parecer sencillo, hasta tacaño o machucho para muchos.;machucho, cha;Referido a una persona, tacaña o avara.;tacaño;Persona poco generosa o mezquina con el dinero.;1;1;;;
está chispeando;chispear;lloviznar;lloviznar;Llover ligeramente con gotas finas y dispersas.;1;1;;;
Tenía planeado trasnochar y afilarse para el examen de admisión.;afilarse;Prepararse para realizar adecuadamente una tarea.;estudiar a fondo;Repasar intensamente el contenido para estar bien preparado;1;1;;;
¿Cómo se elaborarían o conservarían los alimentos sin los cutes tradicionales necesarios para su preparación?;cute;Utensilios de cocina que se usan para preparar o servir los alimentos.;utensilios;Objetos o herramientas para cocinar y conservar alimentos.;1;1;;;
Se hicieron alrededor de quince sesiones, con grupos de candidatos, y luego se pasaron a otras individuales, con los aspirantes más opcionados.;opcionado;Referido a un candidato o competidor, con muchas posibilidades de ganar.;prometedores;Candidatos con mayores probabilidades de éxito o selección.;1;1;;;
Deja de decir cosas sin sentido. Pareces el atronado de la familia.;atronado;Referido a una persona, que es torpe o falto de habilidad.;tonto;Persona que dice o hace cosas sin sentido.;1;1;;;
Mañana empiezan con el embaldosinado del baño.;embaldosinado;Acción de revestir las paredes o piso con baldosines.;embaldosado;Pavimento solado con baldosas o acción de colocarlas.;1;1;;;
Me apliqué crema de caléndula hasta que la caracha se cayó y por eso no me quedó cicatriz.;caracha;Superficie endurecida o costra que se forma cuando se está secando una herida.;costra;Capa seca de sangre y tejidos que cubre una herida;1;1;;;
Paguemos la cuenta cincuenta cincuenta.;cincuenta;Expresión que indica que algo se reparte en dos partes iguales.;mitad y mitad;división equitativa de costos entre dos personas;1;1;;;
este café se cucarrió;cucarrearse;volverse negro el café por exceso de tostado;quemarse;Tomar un color oscuro por exceso de tostado;1;1;;;
El hilo dental es cómodo para broncearse en la playa, pero no para nadar en una piscina.;hilo;Vestido de baño femenino minúsculo, con pequeños trozos de tela que cubren pezones y pubis y se sostienen con tiras delgadas atrás y a los lados.;traje de baño mínimo;prenda interior diminuta que deja expuesta gran parte del cuerpo;1;1;;;
El dulce también hace parte del menú local: bocadillos, arequipe, mantecadas y masaticos se encuentran entre las delicias típicas de Santander.;masatico;Dulce elaborado a base de harina de maíz y panela que se envuelve en hojas de plátano y se le da forma rectangular.;dulce típico;Preparación azucarada tradicional consumida como golosina regional;1;1;;;
Este par de chiflamicas bogotanos se burlan de la sociedad bogotana a través de El Pote y El Petaco, dos viejos cachacos.;chiflamicas;Persona de poca cordura.;charlatanes;Personas que hablan mucho y aparentan más habilidad o importancia de la que tienen;1;1;;;
Corrieron a cogerla, le echaron aire con pepenas, le tiraron alcohol, le movieron los brazos, hasta que fue volviendo en sí.;pepena;Utensilio hecho con una pequeña estera de fibras vegetales de diversas formas, liviano y flexible, con mango o sin él y que se usa para avivar el fuego especialmente en el fogón de una estufa.;soplos;Acción de insuflar aire con la boca para reanimar.;1;1;;;
Invocando este artículo iba a lograr que lo sancionaran disciplinariamente, porque a quien se le prueba una causal de mala conducta se le puede imponer una sanción.;causal;Hecho que se convierte en un motivo legalmente aceptado para lograr una sentencia judicial, generalmente en los procesos de divorcio.;motivo;Razón o fundamento que justifica una sanción disciplinaria;1;1;;;
Sus pintas y ademanes eran los mismos: habladito golpeado, camisas de cuadros de manga corta, pantalones caqui.;hablado;Modo de hablar que identifica a una persona o una comunidad lingüística.;arregladito;vestido con cuidado y pulcritud, aspecto algo puesto pero no llamativo;1;1;;;
El gobierno hizo un remezón en la cúpula militar que significó la salida de una docena de generales.;remezón;Cambio repentino que altera el normal funcionamiento en una entidad u organización.;cambio brusco;Alteración repentina en estructura o liderazgo.;1;1;;;
Se compro un gallo fino papujo que en verdad parecía un león cuando peleaba.;papujo;Referido a una persona o a un animal, que tiene abultado el cuello.;gallito rollizo;Gallo pequeño, compacto y de aspecto robusto;1;1;;;
Un aspecto importante del vallenato es su característica periodística en el mensaje de los cantos y la crónica minuciosa ocurrida en la provincia.;vallenato;Género musical de la costa Atántica cuyos cantos están acompañados por la caja, guacharaca y acordeón.;canto documental;Relato musical que narra hechos y eventos locales con detalle;1;1;;;
Era, flaca, delgada, muy alta y zancona, por eso le iba muy bien en atletismo.;zancón;Referido a una persona, de piernas largas.;piernilargo;Persona de piernas largas.;1;1;;;
Volvámonos serios y saquemos unas normas que no patrocinen la mediocridad, el facilismo y la sinverguenzada.;sinvergüenzada;Desfachatez, cinismo.;descaro;Falta de vergüenza o pudor en acciones inmorales.;1;1;;;
Anganoy ofrece cada domingo: piña entera o pelada, melón, guaba, chirario, guayaba, aguacate, plátano verde y amarillo.;chirario;Variedad de plátano pequeña y dulce.;guayaba silvestre;Fruta pequeña y dulce similar a la guayaba común.;1;1;;;
La Policía Metropolitana lanza la campaña “No se deje marranear”, con el fin de generar conciencia en la ciudadanía sobre la importancia de asumir hábitos de autoseguridad.;marranear;Engañar a alguien.;dejarse engañar;permitir que lo estafen o lo tomen ventaja;1;1;;;
Allí en una cabaña encontramos a un curandero que nos contó las bondades de la Chuchuguaza, una planta medicinal que sirve para las lesiones en las articulaciones y para las inflamaciones.;chuchuguaza;Árbol de hasta 25 m altura y 60 cm de diámetro, tronco erecto y bien ramificado, hojas perennes y acorazonadas, corteza de color amarillo a rojizo y utilizada con fines medicinales.;chuchuhuasi;planta medicinal amazónica usada para aliviar dolores e inflamaciones articulares;1;1;;;
¡Ese! Que, a propósito, es tocayo de otro iguazo que también llegó al poder y ahí está.;iguazo;Persona de mal gusto, ordinaria, desagradable.;tipo importante;Persona destacada o poderosa en su ámbito;1;1;;;
Los mamos indígenas de las Sierra Nevada de Santa Marta aún recorren cientos de kilómetros para ofrecer pagamentos a los dioses.;mamo;Líder espiritual y médico tradicional de las comunidades indígenas de la Sierra Nevada de Santa Marta.;chamanes;Sacerdotes indígenas que actúan como intermediarios espirituales con los dioses.;1;1;;;
La culinaria tolimense es una de las más ricas y variadas, algunos de sus platos son: la lechona, los tamales, la poteca de Ahuyama, entre otros.;poteca;Puré de ahuyama.;puré de ahuyama;Pasta cremosa obtenida al machacar ahuyama cocida.;1;1;;;
"Como es sabido, los frutos ""capones"" suelen tener un tamaño menor del normal y el color del epicarpio desvaído.";capón;Fruto de chontaduro de coloración verdosa, de tamaño más pequeño, carente de semilla en su interior por falta de madurez.;diminutos;de tamaño reducido respecto a lo esperado;1;1;;;
quién quita que se casen;quién quita;se usa para expresar cierta esperanza de que algo suceda;puede que;Expresa una posibilidad o probabilidad de que algo ocurra;1;1;;;
Construyeron más aulas en el colegio para disminuir el sobrecupo de estudiantes en los salones.;sobrecupo;Exceso de personas en un espacio.;exceso de estudiantes;más alumnos de los que caben en los salones;1;1;;;
la leche se apichó;apicharse;descomponerse un alimento;se descompuso;se echó a perder y dejó de estar en buen estado;1;1;;;
válgame dios de los cielos,/santísima trenidá!/que una muchacha bonita/señalaba el chimbilá;chimbilá;vulva;murciélago;Mamífero volador nocturno del orden Chiroptera;1;1;;;
Cuando consumimos crema de ahuyama o la servimos cocida como acompañante de cualquier otro plato, produce un efecto saciante sobre el apetito.;ahuyama;Fruto de esta planta, de diversas formas, generalmente grande, de pulpa amarilla comestible.;calabaza;Fruto comestible de cáscara dura y pulpa anaranjada usado en la cocina;1;1;;;
Nosotros necesitamos que nos paguen todo lo que se han llevado, no transamos por menos, agregó.;transar;Llegar a un acuerdo generalmente económico o comercial.;transigir;Ceder en exigencias para llegar a un acuerdo.;1;1;;;
un míster preguntó por la señorita;míster;estadounidense, y, más generalmente, extranjero de aspecto rubio o blanco;galán;hombre atractivo que corteja a una mujer;1;1;;;
Uno dijo que sí, y le dio un atado de maíz en caspa y el otro dijo que no, le dio plata.;caspa;Mazorca del maíz en estado de madurez.;poco de valor;obsequio de escaso valor material;1;1;;;
Éramos inseparables, andábamos como uña y mugre, juntos todo el día.;uña;Tener dos personas una relación de amistad muy estrecha.;inseparable;Dos personas muy unidas que siempre están juntas.;1;1;;;
qué haría en la presidencia con el chicharrón del proceso de paz con las autodefensas;chicharrón;asunto difícil, enojoso;lío;Situación complicada o problemática de difícil resolución;1;1;;;
En las noches pescamos con linterna. Uno puede conseguir pez naré y dormilón, recostados en las raíces.;dormilón;"Pez de agua dulce, carnívoro, de cuerpo cilíndrico y mandíbula prominente; especial para el consumo y la pesca deportiva.";pez dormido;pez que permanece quieto o enterrado en el fango;1;1;;;
No metas tu ropa de lana en la secadora, ya que se puede rasgar y achiquitar.;achiquitar;Hacer que algo sea más pequeño de lo normal.;encoger;Reducción de tamaño por contracción de fibras.;1;1;;;
El Bonitico en Nariño, realmente hace milagros.;bonitico;Llamado piadoso a Dios.;bendito;Persona venerada o muy apreciada por su capacidad para ayudar;1;1;;;
El abuelo nos recomendó una limpia y para comenzar nos puso en ayuno.;limpia;Tratamiento que realiza un médico tradicional para curar o aliviar a alguien, especialmente de padecimientos asociados a causas sobrenaturales.;limpieza espiritual;Ritual tradicional para purificar el cuerpo y el espíritu de malas energías.;1;1;;;
Pérez es, además, presidente de la Asociación de Pequeños Productores de Banano de la zona bananera del Magdalena.;bananero;Relacionado con el cultivo y la producción del banano.;cultivador de banano;Persona que cultiva o comercializa banano.;1;1;;;
Tienen que arrastrar un carta después de cada jugada.;arrastrar;En algunos juegos, coger una carta o una ficha de un montón.;mover;Desplazar una carta de un lugar a otro.;1;1;;;
juan es una lancha;lancha;individuo vivo, audaz, perspicaz para los negocios;enamorado;Persona perdidamente colada o embobada por alguien.;1;1;;;
Se interna por calles del centro, en medio de los carritos de las vendedoras ambulantes que ofrecen herpo y bocadillo de guayaba.;herpo;Galleta cuadrada rellena de bocadillo y arequipe.;galleta rellena;Galleta tipo sándwich con relleno dulce;1;1;;;
Van más de cincuenta animales lentos y ‘pachochos’ pero más seguros y fáciles de manejar.;pachocho;Referido a algo o a alguien, que procede con excesiva lentitud.;lentos;de movimiento pausado y poco rápido;1;1;;;
El coleo nació en los trabajos del llano apartando del rodeo a la madrina, bien fuera toro o vaca.;madrina;En una manada de ganado, res o grupo de reses mansas que sirven para reunir o guiar al resto de animales, especialmente a los bravíos.;ganado guía;Manada pequeña de ganado manso que dirige al bravío.;1;1;;;
La seño Yani y la seño Paola desean compartir con los chicos de quinto un espacio.;seño;Forma de tratamiento respetuoso hacia la mujer que se usa anteponiéndolo al nombre de pila.;maestra;Profesora que atiende y enseña a los estudiantes;1;1;;;
Mientras se acomoda en el abullonado sofá, sufre un remezón sentimental enorme.;abullonado;Referido a un mueble o prenda de vestir, relleno o abultado por un material que se expande, utilizado en los textiles con que se recubren o elaboran estos objetos.;acolchado;Recubierto con material blando y mullido.;1;1;;;
¿Cómo olvidar esa inigualable golosina que nos dejaba la boca seca? el minisigüi empacado en bolsitas era el rebusque de los niños.;minisigüí;Golosina hecha a base de polvo de azúcar mezclada con anilina vegetal de colores y ácido tartárico o polvo de gelatina.;mezcla de azúcar y saborizantes;Polvo dulce casero que reseca la boca al consumirlo.;1;1;;;
En su pecho cuelga el peso de una eterna victoria. Es que ya son veintidós años sentada en el galápago de una bicicleta.;galápago;Sillín de la bicicleta.;sillín;Asiento de la bicicleta donde se permanece sentado;1;1;;;
Consintieron mucho al hijo y se lo petaquearon.;petaquear;Malcriar o educar mal a un niño.;malcriaron;Estronaron al niño por exceso de consentimientos.;1;1;;;
Desbaratar antes de ir a desfile, eso se va a notar porque es lo más 'machetero' del mundo.;machetero;Referido a una cosa o una actividad, que se hace sin cuidado y sin prestar atención a los detalles.;chapucero;Que hace las cosas de manera descuidada y con mala presentación;1;1;;;
La enorme limosina ha sido usada en matrimonios, despedidas de soltero y eventos sociales.;limosina;Vehículo lujoso, muy largo y de gran tamaño en el que generalmente un vidrio separa los asientos traseros de los delanteros.;vehículo de lujo;Automóvil amplio y elegante usado para ocasiones especiales;1;1;;;
Pensé que si le contaba que había puesto en peligro el robo, iba a emputarse y a mandarme a la mierda.;emputar;Enfurecer.;enojarse;Ponerse furioso o irritado intensamente.;1;1;;;
Por fin le quité el pantalón, estaba pesado por la humedad. Lo juagué cuanto pude, lo refregué contra una piedra y lo volví a juagar y luego lo exprimí.;juagar;Retirar el jabón de algo enjabonado.;enjuagar;Pasar agua para limpiar o quitar suciedad.;1;1;;;
Nadie hizo caso del problema que se forma con los trueques aparentemente pequeños, como los 50 pesos para los buses donde el pasaje cuesta 1550.;trueques;Dinero que se devuelve al pagar con una moneda o billete de mayor valor el costo del artículo comprado.;intercambios;Entrega de una cantidad de dinero o cambio en lugar de recibir vuelto exacto;1;1;;;
La semaforización de vías urbanas es una actividad fundamental para que el tráfico urbano funcione con las menores demoras posibles.;semaforización;Instalación de semáforos en avenidas y calles para controlar el flujo vehicular.;instalación de semáforos;Colocación y control de señales lumínicas en intersecciones para regular tráfico vehicular.;1;1;;;
Tenía el pelo largo, despelucado, la camisa rota, y llevaba una bufanda rosada de mujer protegiéndole la garganta.;despelucar;Llevar el cabello sin peinar, desarreglado.;despeinado;Pelo desordenado o revuelto.;1;1;;;
"Para preparar el aco, tostaba la linaza en callana y después se la molía; se cernía en cedazo muy fino y esta harina se la preparaba con panela rallada.";aco;Mezcla de maíz, linaza o cebada tostada y molida con panela o azúcar.;harina tostada;harina hecha al tostar y moler semillas;1;1;;;
Y claro, como no chalequeaste las papas, se deshicieron y se te hizo un puré.;chalequear;Pelar las papas sin quitarle toda la cáscara.;pelar;Quitar la cáscara o piel de las papas antes de cocinarlas.;1;1;;;
Nuestro camión continúa en su ruta y sigue por una carretera que cada vez que la transita lo “destartala” más y en la que no se ven reinvertidos los peajes.;destartalar;Desbaratar, deshacer, romper algo.;desvencijar;Desarmar o poner en mal estado por uso o traqueteo.;1;1;;;
El traje formal en el hombre consta generalmente de saco, pantalón y corbata.;traje;El que se usa para ocasiones especiales, tales como ceremonias o fiestas elegantes.;terno;Conjunto de chaqueta, pantalón y corbata para vestir formal.;1;1;;;
Habilísima en labores domésticas, la ñapanga cultiva su inteligencia con la lectura de escogidas piezas literarias.;ñapanga;En la época de la colonia, mujer mestiza que se distinguía por sus costumbres aristocráticas, belleza y su vestimenta.;mujer mestiza;Mujer de ascendencia mixta indígena y europea en regiones andinas del sur de Colombia.;1;1;;;
Por años, los serenateros fueron los promotores de géneros musicales como las baladas, los boleros, los tangos, la música popular, la música colombiana.;serenatero;Persona que pertenece a un grupo musical que suele ofrecer serenatas.;músico ambulante;Intérprete que ofrece o promueve música en reuniones y espacios públicos;1;1;;;
envolató su cédula y no pudo inscribirse;embolatar;perder transitoriamente algo;perder;dejar algo sin poder encontrarlo;1;1;;;
Te pusiste mucho labial y te ves muy trompona en esa foto.;trompón;Referido a una persona, que tiene labios prominentes.;labios prominentes;Labios muy notables o exagerados en apariencia;1;1;;;
En el colegio, muertos del susto, nos encontrábamos a la salida para pelear: más por el casquillo que nos daban los otros compañeros que por cualquier otra cosa.;casquillo;Incitar a una persona para que discuta o pelee con otra.;provocación;Acto de incitar o molestar para que alguien responda con pelea o confrontación;1;1;;;
Te pensé toda la semana por lo que me dijiste sobre mi horóscopo.;pensar;Recordar a una persona.;extrañé;Sentir la ausencia de alguien de forma continua.;1;1;;;
Si usted desea reservar un aula o video beam con días de anterioridad recuerde que solo lo podrá hacer 15 días máximo antes de la fecha en que desea reserva.;video;Dispositivo tecnológico conectado a un computador que permite proyectar sobre un telón imágenes, datos o video.;proyector;Dispositivo óptico para proyectar imágenes de video en una pantalla;1;1;;;
Cuando el bombillo eleva la temperatura, la roseta empieza a tornarse amarilla perdiendo estética.;roseta;Pieza en la que se enrosca el bombillo.;base del foco;pieza que sujeta el bombillo y puede mancharse o quemarse;1;1;;;
En el barrio San Francisco la tierra se ensopó con las aguas en la escorrentía de la Popa.;ensoparse;Empaparse con lluvia o sudor.;empaparse;Humedecerse totalmente con líquido.;1;1;;;
La forcha es una bebida con cierto sabor a licor, pero contrario a lo que se cree, no contiene levadura, alcohol y no embriaga.;forcha;Bebida espumosa que se prepara con maíz de trigo, panela y azúcar.;cerveza dulce;Bebida espumosa de harina, panela y especias sin alcohol.;1;1;;;
La costumbre para cruzar es comprar el Cari (Cuy macho) entre vecinos y amigos.;cari;Referido a un animal, que pertenece al sexo masculino.;cuy macho;roedor criado para cruce o reproducción;1;1;;;
Se tapió la cabeza cuando se rodó por la escalera.;tapiar;Lesionarse la cabeza por una caída.;se golpeó la cabeza;recibió un golpe en la cabeza por un accidente;1;1;;;
Cuando trajeron el macho, lo vi fue desrengado y no que hiciera falta herrarlo.;desrengado;Referido a una persona o a un animal, que ha sufrido una lesión en una coyuntura, especialmente en las caderas.;agotado;Extenuado por fatiga extrema o esfuerzo prolongado.;1;1;;;
De acuerdo Alejandro, no vale la pena gastar pólvora en gallinazos... y es cierto, algunas veces hay mas veneno en un elogio que en una crítica.;pólvora;Preocuparse por situaciones o personas que no valen la pena.;tiempo;Recurso valioso que se desperdicia en esfuerzos inútiles.;1;1;;;
En el piso frío de las casas de Bogotá, un pie de cama bien mullido y unas buenas pantuflas siempre se agradecen.;pie;Tapete de diversos tipos de fibra que se coloca para cubrir el suelo donde se ponen los pies cuando se desciende de la cama.;alfombrilla junto a la cama;pieza acolchada colocada al lado de la cama para proteger y abrigar los pies;1;1;;;
El secretario de tránsito de Barranquilla está encartado con las motos incautadas;encartado;Referido a una persona, que tiene muchos problemas o que no sabe cómo resolver un asunto.;comprometido;Involucrado en un problema o situación difícil por las motos incautadas;1;1;;;
"El borugo es el roedor más grande de los altos Andes; es endémico de Colombia, Venezuela y Ecuador.";borugo;Roedor de hasta 50 cm de longitud, pelaje espeso y liso de color café, con hileras de manchas blancas en el lomo, cola y patas cortas, hocico alargado y orejas pequeñas y redondas.;tepezcuintle;roedor andino de gran tamaño similar a un paca;1;1;;;
Víctor reaccionó a tiempo y descubrió que prefería dar ejemplo de honestidad y rectitud a sus dos hijos que estar 'luquiado' o con 'buena pinta'.;luquiado;Referido a una persona, que tiene mucho dinero.;forrado;Persona con mucho dinero o lleno de plata.;1;1;;;
El rondador se ejecuta convencionalmente, soplando a partir de la izquierda en donde está el sonido más grave o bajo.;rondador;Instrumento musical formado por un conjunto de tubos organizados en forma descendente, unidos por una abrazadera.;zampoña;Instrumento de viento andino con tubos de carrizo de longitudes escalonadas.;1;1;;;
me pongo a podarle y perfilarle la mata, con estas manos mías tan mañosas y cositeras;cositero;hábil para hacer cosas con cuidado y esmero;puntilloso;persona que cuida mucho los detalles y hace las cosas con exceso de minuciosidad;1;1;;;
¿Irás esta noche al toque del grupo argentino?;toque;Presentación en vivo de un grupo musical.;concierto íntimo;Presentación musical en un espacio pequeño y cercano;1;1;;;
Alguien en la reunión llamó la atención a tantos funcionarios presentes, que sólo vinieron a viaticar.;viaticar;Viajar un empleado a trabajar, con los gastos pagados por la empresa que lo envía.;ir por viáticos;asistir únicamente para cobrar gastos de viaje o beneficiarse del desplazamiento;1;1;;;
Al grito de ¡Guayuyo!, los muchachos salían tras la ‘víctima’ correteándola para propinarle, muertos de la risa, unos cuantos cocotazos.;cocotazo;Golpe dado con los nudillos en la cabeza.;coscorrón;Golpe en la cabeza dado con los nudillos.;1;1;;;
este amigo sabe madrugar todos los días;saber;acostumbrar;poder;capacidad para realizar una acción;1;1;;;
A los arrieros se les veía con un bordón en la mano con el que aligeraban la marcha de las bestias.;bordón;Palo largo y delgado que tiene en su punta una tira larga y flexible de cuero.;látigo;Vara delgada con un látigo flexible en un extremo para arrear bestias.;1;1;;;
Este era un muchacho bajito de cabello amonado, piel trigueña, constitución normal.;amonado;Referido a una persona, que tiene el cabello de color rubio claro.;castaño claro;Color de cabello entre rubio y castaño oscuro;1;1;;;
Desde hace unos dos meses ha empezado a cascabelear [mi automóvil] cada vez que lo arranco en primera o cuando se fuerza antes de hacer el cambio a uno menor.;cascabelear;Referido a un motor, producir un ruido por algún tipo de falla o problema.;dar tirones;fallo del motor que provoca movimiento irregular y sonidos característicos;1;1;;;
(Sale una mujer con un bebé en brazos) pero claro, ya quisiera verlo a él cargando a este carajito.;carajito;Niño que no ha cumplido siete años.;bebé;niño muy pequeño que está siendo cargado;1;1;;;
